frequency,tdbs_amp_mPFC_pre_limbic_1,tdbs_amp_mPFC_pre_limbic_2,tdbs_amp_mPFC_infra_limbic_1,tdbs_amp_mPFC_infra_limbic_2,tdbs_amp_Hippocampus_CA1,tdbs_amp_Hippocampus_MOL_layer,tdbs_amp_Hippocampus_GD_1,tdbs_amp_Hippocampus_GD_2,tdbs_amp_Amygdala_lateral_1,tdbs_amp_Amygdala_lateral_2,tdbs_amp_Amygdala_basolateral_1,tdbs_amp_Amygdala_basolateral_2,tdbs_amp_Inferior_colliculus_1,tdbs_amp_Inferior_colliculus_2,tdbs_amp_Inferior_colliculus_3,tdbs_amp_Inferior_colliculus_4,tdbs_phase_mPFC_pre_limbic_1,tdbs_phase_mPFC_pre_limbic_2,tdbs_phase_mPFC_infra_limbic_1,tdbs_phase_mPFC_infra_limbic_2,tdbs_phase_Hippocampus_CA1,tdbs_phase_Hippocampus_MOL_layer,tdbs_phase_Hippocampus_GD_1,tdbs_phase_Hippocampus_GD_2,tdbs_phase_Amygdala_lateral_1,tdbs_phase_Amygdala_lateral_2,tdbs_phase_Amygdala_basolateral_1,tdbs_phase_Amygdala_basolateral_2,tdbs_phase_Inferior_colliculus_1,tdbs_phase_Inferior_colliculus_2,tdbs_phase_Inferior_colliculus_3,tdbs_phase_Inferior_colliculus_4
0.0,-0.00028022478115722314,1122.8214057535097,-0.00012069174740234856,-0.00042195692118009084,2345.033612610215,28.310156539031777,-0.0019367564136908164,-0.025791121484108632,442.7484441381773,-0.0003073600472684953,-0.00036906035722665656,-0.0002458441293591437,43.63667901157594,-0.0004231080342637224,-0.0003661847806540333,-0.00015446742777850658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,1.730249192130685,5.793355479182937,5.806269208919315,0.20008914920770454,523.3499338728085,126.49265863465432,0.686080131984592,25.042009938198948,26.3372311781961,1.4584507188001372,5.835456077329759,1.9907479313604983,1.95513908583503,10.329396291693358,8.078609368515995,4.192599145271396,0.73,4.95,3.24,3.19,3.5100000000000002,4.83,5.49,5.73,4.74,4.37,4.36,4.41,4.78,5.39,6.140000000000001,2.24
0.2,1.752201620145447,11.179891649131449,6.991769766395595,-4.793550269349804,505.1972645280901,53.35657317948299,63.35650082051164,2065.845808154657,105.82471889295101,29.279827691565384,66.02847600662457,4.7605136352401685,2.6588809985767763,17.825403421583008,30.160641670390167,10.175797084582749,4.2,3.2600000000000002,3.06,2.5100000000000002,2.94,1.8900000000000001,2.16,3.35,3.2800000000000002,3.22,3.2800000000000002,3.2,3.31,3.3000000000000003,3.46,1.45
0.30000000000000004,23.374116684067094,61.01919156088864,29.184331845270957,42.43823565656897,245.70695585539963,30.461429267414577,27.641404482357274,1621.57383543573,9.9310113550202,7.33981089080845,22.410663971660355,5.138893393997493,10.421786290386523,19.69783997614515,42.76734226713874,14.357498318583144,2.07,2.09,2.04,2.06,3.72,5.39,0.03,2.98,5.3100000000000005,4.79,5.09,4.54,2.15,2.15,2.06,1.8800000000000001
0.4,11.832650842443535,27.666760021938586,27.74318877885396,10.316338065114756,41.63444942383042,11.425335955798708,49.5632289684223,3496.3224445246465,10.384305274799578,-0.11478463404664023,11.848275254841234,5.716747990800294,29.68789643619591,-7.479718501244227,32.14129718787981,70.90353035183988,0.84,1.08,1.1,0.9400000000000001,4.03,3.36,3.95,3.56,2.88,2.54,3.0500000000000003,2.61,3.41,3.41,3.36,3.5
0.5,22.789112615163628,160.21949413136784,46.610095191094516,35.54538558356617,64.19802802664009,12.700392244760888,24.65873573811323,1351.9368920360207,12.120169964982564,37.85985799935154,22.864934745536132,-0.17272255794636476,8.790875044832179,-3.2095048876719425,1.4296610621000685,19.225864300005682,4.78,4.62,4.6000000000000005,4.66,5.42,2.56,3.0,3.49,4.57,4.75,4.73,4.58,3.64,3.52,4.01,4.45
0.6000000000000001,16.896796256567566,32.89133974565121,29.382174040619923,29.46520060171206,125.8746098794517,9.886585519049142,31.736439754036542,823.8471123996733,22.742563929169687,11.217542500208383,5.272650302610515,0.6820917839712755,5.220218796937566,-0.38563286320527806,11.904442482474346,3.917417091392118,4.6000000000000005,4.32,4.01,3.87,4.8500000000000005,4.9,5.29,3.9,5.89,5.23,0.61,3.47,4.8500000000000005,4.72,4.66,4.75
0.7000000000000001,15.991306909763296,67.32739351453915,20.2610450617068,5.855609710920937,100.72291470399422,19.763286752186705,24.38943058890384,1569.4146441586815,26.469877326939436,36.33081493994586,52.88179522612898,24.40980672273515,6.010648818272167,3.005790680361759,3.2133866272655287,11.532422257797732,2.5300000000000002,2.7,2.68,2.7,2.17,3.09,4.94,2.92,2.74,2.58,2.72,2.72,4.26,3.64,3.58,4.62
0.8,5.488268143713266,22.805640327062097,5.736036426831623,8.236418963774733,76.33045391844104,19.128644187203744,45.35052697329871,217.01164045464262,36.69236661575819,22.77234363701025,1.8344749602728936,2.4180073991387805,3.5817280044158224,-0.6746021890075049,0.4752533148101445,7.686694881191183,0.6900000000000001,1.44,1.55,1.59,2.14,1.56,0.1,4.24,3.73,4.54,4.34,4.49,3.96,4.1,4.86,4.49
0.9,23.322930047689336,7.839148218818265,31.369737327462822,24.778900720218623,118.56667278981966,43.51014040119013,191.95193465053498,-164.64267144998794,136.9315950944382,95.7998827156883,186.57879412838406,71.21454061992027,6.791600662370907,-1.3457964093226653,-0.6412773094529307,5.978942129544359,3.29,3.2800000000000002,3.77,3.5100000000000002,5.65,4.72,4.1,4.73,4.11,4.41,4.47,4.53,2.82,3.24,3.06,3.5
