frequency,tds_amp_mPFC_pre_limbic_1,tds_amp_mPFC_pre_limbic_2,tds_amp_mPFC_infra_limbic_1,tds_amp_mPFC_infra_limbic_2,tds_amp_Hippocampus_CA1,tds_amp_Hippocampus_MOL_layer,tds_amp_Hippocampus_GD_1,tds_amp_Hippocampus_GD_2,tds_amp_Amygdala_lateral_1,tds_amp_Amygdala_lateral_2,tds_amp_Amygdala_basolateral_1,tds_amp_Amygdala_basolateral_2,tds_amp_Inferior_colliculus_1,tds_amp_Inferior_colliculus_2,tds_amp_Inferior_colliculus_3,tds_amp_Inferior_colliculus_4,tds_phase_mPFC_pre_limbic_1,tds_phase_mPFC_pre_limbic_2,tds_phase_mPFC_infra_limbic_1,tds_phase_mPFC_infra_limbic_2,tds_phase_Hippocampus_CA1,tds_phase_Hippocampus_MOL_layer,tds_phase_Hippocampus_GD_1,tds_phase_Hippocampus_GD_2,tds_phase_Amygdala_lateral_1,tds_phase_Amygdala_lateral_2,tds_phase_Amygdala_basolateral_1,tds_phase_Amygdala_basolateral_2,tds_phase_Inferior_colliculus_1,tds_phase_Inferior_colliculus_2,tds_phase_Inferior_colliculus_3,tds_phase_Inferior_colliculus_4
53.0199999999998,0.13490453311227768,0.20349073039389734,0.058332535235192745,0.12255591772814924,0.6508546777181425,0.6032977003440256,0.7927564465906578,1.0315973227599704,0.21190937090500161,0.1821509373382708,0.20032573913687887,0.15544295767691138,0.16340682564914627,-0.006198620025601416,0.01515405658317106,0.0854277293800218,0.1,0.31,0.31,0.22,4.47,5.26,2.31,6.26,4.28,1.05,1.03,4.11,0.14,0.12,3.12,0.26
53.029999999999795,0.2614655350471762,0.44238147728964605,0.2534741644623132,0.3391519651067144,0.47019744150004145,0.5467098748204522,0.8805383918636451,0.9833403422955111,0.14863857678867715,0.13238191468273808,0.1479464330744524,0.11300670393735937,0.19974389363333647,0.1846594233875743,0.18408475068301677,0.18379872524117447,5.57,5.79,2.58,5.7,3.63,1.57,1.77,5.42,6.21,6.22,3.11,6.11,5.84,2.83,6.09,3.3000000000000003
53.03999999999979,0.2821238069242975,0.5322965470804022,0.3422794103628356,0.4312562657055676,0.22883695015951674,0.5824711989833156,0.9994627511391452,0.8872103044954964,0.1619564066078065,0.10421133101173806,0.09054418888923109,0.10878744712118757,0.21695765702374217,0.33262191442481676,0.3249517849840634,0.2483870383168625,1.49,1.79,4.87,4.8500000000000005,2.89,4.15,1.16,4.62,4.8,1.77,5.03,4.79,5.11,5.23,2.21,5.7700000000000005
53.04999999999979,0.2406533378615015,0.4226306273467893,0.2697147576350597,0.34228886566137223,0.20103202170324622,0.5736720819844289,0.9576384977009001,0.8262583884394763,0.19052131976211828,0.11677049819712046,0.07615499363939172,0.13464199106742836,0.17101879304705075,0.28779670083261677,0.2601676815088063,0.11131712627676961,3.5500000000000003,4.0,3.97,0.8,2.95,0.28,0.43,3.87,0.54,3.71,0.6,0.5,1.16,4.44,1.3900000000000001,1.95
53.05999999999979,0.26816884826714305,0.2835865360306541,0.12068012577373832,0.16505894786382502,0.3241721859593885,0.4527364945334963,0.6849980751177754,0.6853784221347377,0.12102820239892025,0.06647314339128996,0.035905644902824566,0.08678687068692026,0.062163315055601034,0.04766668527591283,0.027520195511883134,0.0927978772749694,5.51,5.76,5.8500000000000005,2.7800000000000002,5.34,5.66,2.7,3.11,5.67,5.65,2.42,2.52,0.26,3.68,3.5500000000000003,2.36
53.06999999999979,0.3512276012307248,0.4842197442121393,0.2562646480996828,0.24832766619580562,0.3771347762176196,0.37031030069540966,0.44240344975183904,0.2344492238583729,0.18553506120204702,0.11406265569501457,0.10385959473758355,0.09645319009683744,0.10735397337327973,0.035784849908453924,0.09177568040941117,0.28388649122159604,4.48,1.33,1.27,4.5200000000000005,1.37,1.44,1.57,5.39,3.91,0.8200000000000001,3.9,0.89,1.1500000000000001,4.2700000000000005,4.62,4.8100000000000005
53.079999999999785,0.37175757502490814,0.663573262089778,0.4282765499694574,0.41564472142676134,0.34798374599744464,0.3541548738138295,0.4904291919881868,0.37661008045464317,0.3882100042984486,0.2990125130579008,0.2690171652278642,0.2649250285556977,0.23491452636837754,0.2719305395724946,0.2583415575138647,0.27676977195262087,3.59,0.44,0.38,3.5700000000000003,0.72,3.61,0.41000000000000003,0.23,6.09,6.1000000000000005,2.91,2.97,0.28,3.5,0.51,0.79
53.08999999999978,0.2941392193217282,0.6670144392224345,0.462659190105638,0.432598669762808,0.38533912356288935,0.24850274802610628,0.4624543680687721,1.4230871523763908,0.48573043618976663,0.39635073290442296,0.35210854958853754,0.3612851590140629,0.30776281319061083,0.32966060422549054,0.2969458781159407,0.15325494125106814,5.94,2.79,5.89,5.91,0.33,6.09,5.75,2.49,5.28,2.13,2.08,5.29,5.73,2.67,5.84,2.71
53.09999999999978,0.16995062663468058,0.5195190044839555,0.3688217370523318,0.30490569475294393,0.5727772845097329,0.2906030913323778,0.18562948418005257,2.171078842436091,0.4150380025280804,0.33565518017603374,0.28938017996544024,0.31563193924880223,0.30694316198348265,0.22592384504331375,0.2631934918159051,0.2761871002703771,5.33,5.22,2.06,2.07,6.07,5.9,4.89,1.69,1.41,1.4000000000000001,1.35,4.57,1.78,4.99,4.88,4.54
53.10999999999978,0.13531599219751,0.3416792182294876,0.24778246507455365,0.1645325545202863,0.6870341321779159,0.5564685176583014,0.04432585496919276,2.1977273758140496,0.25960677130731535,0.1898589553088515,0.15027747591588034,0.1964759870522703,0.24529363733398146,0.0663019969442908,0.1850401491394075,0.3651570678765786,1.86,4.67,4.67,1.61,5.39,2.19,2.42,4.05,4.04,4.03,4.0,4.05,4.16,4.22,4.04,0.53
